CoQ code,Series,Register status,Date of issue,Supersedes,Plan no.,Batch (cultivation),P lot,Strain,Harvest,Packaging,Manuf. date (template),Pack. date (template),iCoA code,iCoA issued,iCoA tested / sampled,Retest campaign,Total THC (%),THC certificate,Grade,Potency window,Product code,Specification code,Specification status,Phenotype,Chemotype,Processing,Dominance,Packaging (spec.),Latest external certificate,#1 result,#1 document,#1 issued,#1 laboratory,#2 result,#2 document,#2 issued,#2 laboratory,#3 result,#3 document,#3 issued,#3 laboratory,#4 result,#4 document,#4 issued,#4 laboratory,#5 result,#5 document,#5 issued,#5 laboratory,#6 result,#6 document,#6 issued,#6 laboratory,#7 result,#7 document,#7 issued,#7 laboratory,#8 result,#8 document,#8 issued,#8 laboratory,#9.1 result,#9.1 document,#9.1 issued,#9.1 laboratory,#9.2 result,#9.2 document,#9.2 issued,#9.2 laboratory,#9.3 result,#9.3 document,#9.3 issued,#9.3 laboratory,#9.4 result,#9.4 document,#9.4 issued,#9.4 laboratory,#9.5 result,#9.5 document,#9.5 issued,#9.5 laboratory,#9.6 result,#9.6 document,#9.6 issued,#9.6 laboratory,#9.7 result,#9.7 document,#9.7 issued,#9.7 laboratory,#10.1 result,#10.1 document,#10.1 issued,#10.1 laboratory,#10.2 result,#10.2 document,#10.2 issued,#10.2 laboratory,#10.3 result,#10.3 document,#10.3 issued,#10.3 laboratory,#11.1 result,#11.1 document,#11.1 issued,#11.1 laboratory,#11.2 result,#11.2 document,#11.2 issued,#11.2 laboratory,#11.3 result,#11.3 document,#11.3 issued,#11.3 laboratory,#11.4 result,#11.4 document,#11.4 issued,#11.4 laboratory,#12 result,#12 document,#12 issued,#12 laboratory
CoQ-PP_26-038,release,issuable,06.06.2026,n/a — release certificate,CoQ-PP-2026-0002,CJ082501/1,P060022,Cap Junky,09.12.2025 – 10.12.2025,16.01.2026,09.12.2025,16.01.2026,iCoA-PP_26-037,03.06.2026,16.01.2026,—,24.96,ППК26002,II,21.60 – 26.39 %,CJ_THC24 : CBD1,QCSP_001_CJ-II_v.01,"for review — replaces the issued QCSP_001_CJ-II_v.01 (was CJ_THC26 : CBD1, 25.01 – 26.99 %); now CJ_THC24 : CBD1 21.60 – 26.39 %",HYBRID,THC,MACHINE TRIMMED,INDICA 60 : SATIVA 40,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",02.02.2026,Conforms | Одговара,iCoA-PP_26-037,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-037,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,ППК26002,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,24.96,ППК26002,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,0.09,ППК26002,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,0.02 ᴰ,ППК26002,21.01.2026,CNP,Conforms | Одговара,iCoA-PP_26-037,03.06.2026,Purely Plant GmbH (in-house),7.21,ППК26002,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,1.5 × 10²,8/0011/26,20.01.2026,IPH — Institute of Public Health,1.3 × 10²,8/0011/26,20.01.2026,IPH — Institute of Public Health,< 10,8/0011/26,20.01.2026,IPH — Institute of Public Health,Absent | Отсутна,8/0011/26,20.01.2026,IPH — Institute of Public Health,Absent | Отсутна,8/0011/26,20.01.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,not tested,—,—,—,< 2,81/2026,02.02.2026,IPH — Institute of Public Health,not tested,—,—,—,0.075,81/2026,02.02.2026,IPH — Institute of Public Health,ND,81/2026,02.02.2026,IPH — Institute of Public Health,ND,81/2026,02.02.2026,IPH — Institute of Public Health,ND,81/2026,02.02.2026,IPH — Institute of Public Health,ND,81/2026,02.02.2026,IPH — Institute of Public Health
CoQ-PP_26-039,release,issuable,06.06.2026,n/a — release certificate,CoQ-PP-2026-0003,CJ082501/2,P060032,Cap Junky,10.12.2025,29.01.2026,10.12.2025,29.01.2026,iCoA-PP_26-038,03.06.2026,29.01.2026,—,20.84,ППК26003,III,18.40 – 21.59 %,CJ_THC20 : CBD1,QCSP_001_CJ-III_v.01,"for review — replaces the issued QCSP_001_CJ-III_v.01 (was CJ_THC24 : CBD1, 23.00 – 25.00 %); now CJ_THC20 : CBD1 18.40 – 21.59 %",HYBRID,THC,MACHINE TRIMMED,INDICA 60 : SATIVA 40,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",02.02.2026,Conforms | Одговара,iCoA-PP_26-038,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-038,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,ППК26003,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,20.84,ППК26003,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,0.08,ППК26003,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,ND ᴰ,ППК26003,21.01.2026,CNP,Conforms | Одговара,iCoA-PP_26-038,03.06.2026,Purely Plant GmbH (in-house),7.37,ППК26003,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,9.5 × 10²,4/0007/26,20.01.2026,IPH — Institute of Public Health,1.2 × 10³,4/0007/26,20.01.2026,IPH — Institute of Public Health,< 10,4/0007/26,20.01.2026,IPH — Institute of Public Health,Absent | Отсутна,4/0007/26,20.01.2026,IPH — Institute of Public Health,Absent | Отсутна,4/0007/26,20.01.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,not tested,—,—,—,< 2,82/2026,02.02.2026,IPH — Institute of Public Health,not tested,—,—,—,0.073,82/2026,02.02.2026,IPH — Institute of Public Health,ND,82/2026,02.02.2026,IPH — Institute of Public Health,ND,82/2026,02.02.2026,IPH — Institute of Public Health,ND,82/2026,02.02.2026,IPH — Institute of Public Health,ND,82/2026,02.02.2026,IPH — Institute of Public Health
CoQ-PP_26-040,release,issuable,06.06.2026,n/a — release certificate,CoQ-PP-2026-0004,OPM092501,P060042,Orange Punch Mimosa,12.12.2025,29.01.2026,12.12.2025,29.01.2026,iCoA-PP_26-039,03.06.2026,29.01.2026,—,9.43,ППК26008,IV,9.00 – 10.99 %,OPM_THC10 : CBD1,QCSP_001_OPM-IV_v.01,"for review — replaces the issued QCSP_001_OPM-IV_v.01 (was OPM_THC10 : CBD1, 9.00 – 11.00 %); now OPM_THC10 : CBD1 9.00 – 10.99 %",INDICA,THC,MACHINE TRIMMED,—,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",03.02.2026,Conforms | Одговара,iCoA-PP_26-039,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-039,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,ППК26008,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,9.43,ППК26008,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,0.04,ППК26008,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,ND ᴰ,ППК26008,21.01.2026,CNP,Conforms | Одговара,iCoA-PP_26-039,03.06.2026,Purely Plant GmbH (in-house),7.85,ППК26008,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,10,2/0005/26,20.01.2026,IPH — Institute of Public Health,10,2/0005/26,20.01.2026,IPH — Institute of Public Health,< 10² and > 10,2/0005/26,20.01.2026,IPH — Institute of Public Health,Absent | Отсутна,2/0005/26,20.01.2026,IPH — Institute of Public Health,Absent | Отсутна,2/0005/26,20.01.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,not tested,—,—,—,2.2,87/2026,03.02.2026,IPH — Institute of Public Health,not tested,—,—,—,0.022,87/2026,03.02.2026,IPH — Institute of Public Health,ND,87/2026,03.02.2026,IPH — Institute of Public Health,ND,87/2026,03.02.2026,IPH — Institute of Public Health,ND,87/2026,03.02.2026,IPH — Institute of Public Health,ND,87/2026,03.02.2026,IPH — Institute of Public Health
CoQ-PP_26-041,release,issuable,06.06.2026,n/a — release certificate,(assigned on issue),AB092501,P060052,Apple and Banana,11.12.2025,30.01.2026,—,—,iCoA-PP_26-040,03.06.2026,30.01.2026,—,16.93,ППК26005,II,16.20 – 19.79 %,AB_THC18 : CBD1,QCSP_001_AB-II_v.01,"for review — replaces the issued QCSP_001_AB-II_v.01 (was AB_THC22.5:CBD1, 22.50% ± 2.50%); now AB_THC18 : CBD1 16.20 – 19.79 %",HYBRID,THC,MACHINE TRIMMED,TO BE DETERMINED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",02.02.2026,Conforms | Одговара,iCoA-PP_26-040,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-040,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,ППК26005,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,16.93,ППК26005,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,0.07,ППК26005,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,not tested,—,—,—,Conforms | Одговара,iCoA-PP_26-040,03.06.2026,Purely Plant GmbH (in-house),6.77,ППК26005,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,< 10,7/0010/26,20.01.2026,IPH — Institute of Public Health,< 10,7/0010/26,20.01.2026,IPH — Institute of Public Health,< 10,7/0010/26,20.01.2026,IPH — Institute of Public Health,Absent | Отсутна,7/0010/26,20.01.2026,IPH — Institute of Public Health,Absent | Отсутна,7/0010/26,20.01.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,not tested,—,—,—,< 2,84/2026,02.02.2026,IPH — Institute of Public Health,not tested,—,—,—,0.05,84/2026,02.02.2026,IPH — Institute of Public Health,ND,84/2026,02.02.2026,IPH — Institute of Public Health,ND,84/2026,02.02.2026,IPH — Institute of Public Health,0.003,84/2026,02.02.2026,IPH — Institute of Public Health,ND,84/2026,02.02.2026,IPH — Institute of Public Health
CoQ-PP_26-042,release,issuable,06.06.2026,n/a — release certificate,CoQ-PP-2026-0005,PM092501,P060062,Permanent Marker,11.12.2025,30.01.2026,11.12.2025,30.01.2026,iCoA-PP_26-041,03.06.2026,30.01.2026,—,14.06,ППК26004,I,13.00 – 14.99 %,PM_THC14 : CBD1,QCSP_001_PM-I_v.01,"for review — replaces the issued QCSP_001_PM-I_v.01 (was PM_THC12 : CBD1, 11.01 – 12.99 %); now PM_THC14 : CBD1 13.00 – 14.99 %",HYBRID,THC,MACHINE TRIMMED,INDICA-DOMINANT,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",02.02.2026,Conforms | Одговара,iCoA-PP_26-041,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-041,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,ППК26004,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,14.06,ППК26004,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,0.05,ППК26004,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,< LOQ ᴰ,ППК26004,21.01.2026,CNP,Conforms | Одговара,iCoA-PP_26-041,03.06.2026,Purely Plant GmbH (in-house),7.97,ППК26004,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,2 × 10³,6/0009/26,20.01.2026,IPH — Institute of Public Health,2.2 × 10³,6/0009/26,20.01.2026,IPH — Institute of Public Health,< 10,6/0009/26,20.01.2026,IPH — Institute of Public Health,Absent | Отсутна,6/0009/26,20.01.2026,IPH — Institute of Public Health,Absent | Отсутна,6/0009/26,20.01.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,not tested,—,—,—,< 2,83/2026,02.02.2026,IPH — Institute of Public Health,not tested,—,—,—,0.03,83/2026,02.02.2026,IPH — Institute of Public Health,ND,83/2026,02.02.2026,IPH — Institute of Public Health,ND,83/2026,02.02.2026,IPH — Institute of Public Health,ND,83/2026,02.02.2026,IPH — Institute of Public Health,ND,83/2026,02.02.2026,IPH — Institute of Public Health
CoQ-PP_26-043,release,issuable,06.06.2026,n/a — release certificate,CoQ-PP-2026-0006,CJ092501,P060072,Cap Junky,12.12.2025,02.02.2026,12.12.2025,02.02.2026,iCoA-PP_26-042,03.06.2026,02.02.2026,—,22.30,ППК26007,II,21.60 – 26.39 %,CJ_THC24 : CBD1,QCSP_001_CJ-II_v.01,"for review — replaces the issued QCSP_001_CJ-II_v.01 (was CJ_THC26 : CBD1, 25.01 – 26.99 %); now CJ_THC24 : CBD1 21.60 – 26.39 %",HYBRID,THC,MACHINE TRIMMED,INDICA 60 : SATIVA 40,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",02.02.2026,Conforms | Одговара,iCoA-PP_26-042,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-042,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,ППК26007,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,22.30,ППК26007,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,0.10,ППК26007,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,ND ᴰ,ППК26007,21.01.2026,CNP,Conforms | Одговара,iCoA-PP_26-042,03.06.2026,Purely Plant GmbH (in-house),7.64,ППК26007,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,< 10,10/0013/26,20.01.2026,IPH — Institute of Public Health,< 10,10/0013/26,20.01.2026,IPH — Institute of Public Health,< 10,10/0013/26,20.01.2026,IPH — Institute of Public Health,Absent | Отсутна,10/0013/26,20.01.2026,IPH — Institute of Public Health,Absent | Отсутна,10/0013/26,20.01.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,not tested,—,—,—,< 2,86/2026,02.02.2026,IPH — Institute of Public Health,not tested,—,—,—,0.04,86/2026,02.02.2026,IPH — Institute of Public Health,ND,86/2026,02.02.2026,IPH — Institute of Public Health,ND,86/2026,02.02.2026,IPH — Institute of Public Health,0.004,86/2026,02.02.2026,IPH — Institute of Public Health,ND,86/2026,02.02.2026,IPH — Institute of Public Health
CoQ-PP_26-044,release,issuable,06.06.2026,n/a — release certificate,CoQ-PP-2026-0007,SJ092501,P060082,Sleepy Joe,11.12.2025 – 12.12.2025,02.02.2026,11.12.2025,02.02.2026,iCoA-PP_26-043,03.06.2026,02.02.2026,—,10.96,ППК26006,II,9.00 – 10.99 %,SJ_THC10 : CBD1,QCSP_001_SJ-II_v.01,"for review — replaces the issued QCSP_001_SJ-II_v.01 (was SJ_THC10 : CBD1, 9.00 – 11.00 %); now SJ_THC10 : CBD1 9.00 – 10.99 %",HYBRID,THC,MACHINE TRIMMED,TO BE DETERMINED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",02.02.2026,Conforms | Одговара,iCoA-PP_26-043,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-043,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,ППК26006,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,10.96,ППК26006,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,0.07,ППК26006,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,< LOQ,ППК26006,21.01.2026,CNP,Conforms | Одговара,iCoA-PP_26-043,03.06.2026,Purely Plant GmbH (in-house),8.68,ППК26006,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,< 10,9/0012/26,20.01.2026,IPH — Institute of Public Health,< 10,9/0012/26,20.01.2026,IPH — Institute of Public Health,< 10,9/0012/26,20.01.2026,IPH — Institute of Public Health,Absent | Отсутна,9/0012/26,20.01.2026,IPH — Institute of Public Health,Absent | Отсутна,9/0012/26,20.01.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,not tested,—,—,—,2,85/2026,02.02.2026,IPH — Institute of Public Health,not tested,—,—,—,0.08,85/2026,02.02.2026,IPH — Institute of Public Health,ND,85/2026,02.02.2026,IPH — Institute of Public Health,ND,85/2026,02.02.2026,IPH — Institute of Public Health,0.003,85/2026,02.02.2026,IPH — Institute of Public Health,ND,85/2026,02.02.2026,IPH — Institute of Public Health
CoQ-PP_26-045,release,issuable,06.06.2026,n/a — release certificate,CoQ-PP-2026-0008,GP092501,P060092,Grape Pie,16.12.2025 – 17.12.2025,03.02.2026 – 09.02.2026,16.12.2025,03.02.2026,iCoA-PP_26-044,03.06.2026,03.02.2026,—,25.73,ППК26009,II,22.00 – 25.99 %,GP_THC24 : CBD1,QCSP_001_GP-II_v.01,"for review — replaces the issued QCSP_001_GP-II_v.01 (was GP_THC26 : CBD1, 25.40 – 26.60 %); now GP_THC24 : CBD1 22.00 – 25.99 %",HYBRID,THC,MACHINE TRIMMED,INDICA-DOMINANT,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",03.02.2026,Conforms | Одговара,iCoA-PP_26-044,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-044,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,ППК26009,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,25.73,ППК26009,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,0.11,ППК26009,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,0.02 ᴰ,ППК26009,21.01.2026,CNP,Conforms | Одговара,iCoA-PP_26-044,03.06.2026,Purely Plant GmbH (in-house),6.91,ППК26009,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,1 × 10²,5/0008/26,20.01.2026,IPH — Institute of Public Health,< 10,5/0008/26,20.01.2026,IPH — Institute of Public Health,< 10² and > 10,5/0008/26,20.01.2026,IPH — Institute of Public Health,Absent | Отсутна,5/0008/26,20.01.2026,IPH — Institute of Public Health,Absent | Отсутна,5/0008/26,20.01.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,not tested,—,—,—,< 2,88/2026,03.02.2026,IPH — Institute of Public Health,not tested,—,—,—,0.022,88/2026,03.02.2026,IPH — Institute of Public Health,ND,88/2026,03.02.2026,IPH — Institute of Public Health,ND,88/2026,03.02.2026,IPH — Institute of Public Health,0.007,88/2026,03.02.2026,IPH — Institute of Public Health,ND,88/2026,03.02.2026,IPH — Institute of Public Health
CoQ-PP_26-046,release,issuable,06.06.2026,n/a — release certificate,(assigned on issue),WED102501,P060102,Wedding Cake,08.01.2026,16.02.2026,—,16.02.2026,iCoA-PP_26-045,03.06.2026,16.02.2026,—,—,—,—,Per grade of the potency specification of 15.09.2026 — no Total THC result on file,—,—,—,—,—,—,—,—,—,Conforms | Одговара,iCoA-PP_26-045,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-045,03.06.2026,Purely Plant GmbH (in-house),to be performed (in house),—,—,—,not tested,—,—,—,not tested,—,—,—,not tested,—,—,—,Conforms | Одговара,iCoA-PP_26-045,03.06.2026,Purely Plant GmbH (in-house),"6,8 %",031-3-ГС/26,12.02.2026,Farmahem,not tested,—,—,—,not tested,—,—,—,not tested,—,—,—,not tested,—,—,—,not tested,—,—,—,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,not tested,—,—,—,not tested,—,—,—,not tested,—,—,—,not tested,—,—,—,not tested,—,—,—,not tested,—,—,—,not tested,—,—,—,not tested,—,—,—
CoQ-PP_26-047,release,issuable,06.06.2026,n/a — release certificate,CoQ-PP-2026-0009,PUM102501,P060112,Pure Michigen,08.01.2026 – 09.01.2026,17.02.2026,08.01.2026,17.02.2026,iCoA-PP_26-046,03.06.2026,17.02.2026,—,—,—,—,Per grade of the potency specification of 15.09.2026 — no Total THC result on file,—,—,—,—,—,—,—,—,11.02.2026,Conforms | Одговара,iCoA-PP_26-046,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-046,03.06.2026,Purely Plant GmbH (in-house),identity by the HPLC cannabinoid profile on this certificate,031-2-К/26,10.02.2026,FHM,not tested,—,—,—,< LOQ** %w/w,031-2-К/26,10.02.2026,FHM,< LOQ** %w/w,031-2-К/26,10.02.2026,FHM,Conforms | Одговара,iCoA-PP_26-046,03.06.2026,Purely Plant GmbH (in-house),"6,4 %",031-2-ГС/26,11.02.2026,FHM,5 × 10¹,74/0117/26,09.02.2026,IPH — Institute of Public Health,5 × 10¹,74/0117/26,09.02.2026,IPH — Institute of Public Health,< 10,74/0117/26,09.02.2026,IPH — Institute of Public Health,Absent | Отсутна,74/0117/26,09.02.2026,IPH — Institute of Public Health,Absent | Отсутна,74/0117/26,09.02.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,not tested,—,—,—,< 2,327/2026,11.02.2026,IPH — Institute of Public Health,not tested,—,—,—,0.078,327/2026,11.02.2026,IPH — Institute of Public Health,ND,327/2026,11.02.2026,IPH — Institute of Public Health,0.0187,327/2026,11.02.2026,IPH — Institute of Public Health,ND,327/2026,11.02.2026,IPH — Institute of Public Health,ND mg/kg — all 25 residues,327/2026,11.02.2026,IJZ
CoQ-PP_26-048,release,issuable,06.06.2026,n/a — release certificate,CoQ-PP-2026-0010,ACC102501,P060122,Amnesia Core Cut,09.01.2026,18.02.2026 – 19.02.2026,09.01.2026,18.02.2026,iCoA-PP_26-047,03.06.2026,18.02.2026,—,—,—,—,Per grade of the potency specification of 15.09.2026 — no Total THC result on file,—,—,—,—,—,—,—,—,12.02.2026,Conforms | Одговара,iCoA-PP_26-047,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-047,03.06.2026,Purely Plant GmbH (in-house),identity by the HPLC cannabinoid profile on this certificate,031-5-К/26,10.02.2026,FHM,not tested,—,—,—,not tested,—,—,—,not tested,—,—,—,Conforms | Одговара,iCoA-PP_26-047,03.06.2026,Purely Plant GmbH (in-house),"7,1 %",031-5-ГС/26,12.02.2026,FHM,1 × 10³,77/0120/26,09.02.2026,IPH — Institute of Public Health,1.6 × 10³,77/0120/26,09.02.2026,IPH — Institute of Public Health,< 10,77/0120/26,09.02.2026,IPH — Institute of Public Health,Absent | Отсутна,77/0120/26,09.02.2026,IPH — Institute of Public Health,Absent | Отсутна,77/0120/26,09.02.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,not tested,—,—,—,2.3,326/2026,11.02.2026,IPH — Institute of Public Health,not tested,—,—,—,0.078,326/2026,11.02.2026,IPH — Institute of Public Health,ND,326/2026,11.02.2026,IPH — Institute of Public Health,0.022,326/2026,11.02.2026,IPH — Institute of Public Health,ND,326/2026,11.02.2026,IPH — Institute of Public Health,ND mg/kg — all 25 residues,326/2026,11.02.2026,IJZ
