Batch,Cultivation batch,Strain,Certificate,Series,Date of issue,#,Parameter,Result,Document,Issued,Laboratory,Internal,Status
P060212,JD112501,Jelly Donuts,CoQ-PP_26-057,release,06.06.2026,9.1,TAMC,"2,6 × 10³",307/0551/26,28.04.2026,IPH — Institute of Public Health,,covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-100,reissue — 12-month retest,17.08.2026,9.1,TAMC,"2,6 × 10³",307/0551/26,28.04.2026,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2026-0015) — covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-057,release,06.06.2026,9.2,TYMC,"3,3 × 10³",307/0551/26,28.04.2026,IPH — Institute of Public Health,,covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-100,reissue — 12-month retest,17.08.2026,9.2,TYMC,"3,3 × 10³",307/0551/26,28.04.2026,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2026-0015) — covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-057,release,06.06.2026,9.3,Bile-tolerant gram-neg.,< 10³ and > 10²,307/0551/26,28.04.2026,IPH — Institute of Public Health,,covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-100,reissue — 12-month retest,17.08.2026,9.3,Bile-tolerant gram-neg.,< 10³ and > 10²,307/0551/26,28.04.2026,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2026-0015) — covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-057,release,06.06.2026,9.4,Salmonella,Absent | Отсутна,307/0551/26,28.04.2026,IPH — Institute of Public Health,,covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-100,reissue — 12-month retest,17.08.2026,9.4,Salmonella,Absent | Отсутна,307/0551/26,28.04.2026,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2026-0015) — covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-057,release,06.06.2026,9.5,Escherichia coli,Absent | Отсутна,307/0551/26,28.04.2026,IPH — Institute of Public Health,,covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-100,reissue — 12-month retest,17.08.2026,9.5,Escherichia coli,Absent | Отсутна,307/0551/26,28.04.2026,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2026-0015) — covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-057,release,06.06.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
P060212,JD112501,Jelly Donuts,CoQ-PP_26-100,reissue — 12-month retest,17.08.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
P060212,JD112501,Jelly Donuts,CoQ-PP_26-057,release,06.06.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
P060212,JD112501,Jelly Donuts,CoQ-PP_26-100,reissue — 12-month retest,17.08.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
P060212,JD112501,Jelly Donuts,CoQ-PP_26-057,release,06.06.2026,10.1,Aflatoxin B₁,not tested,—,—,—,,not tested — no certificate covers it
P060212,JD112501,Jelly Donuts,CoQ-PP_26-100,reissue — 12-month retest,17.08.2026,10.1,Aflatoxin B₁,ND,197-15-М/26,10.08.2026,Farmahem,,covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-057,release,06.06.2026,10.2,Aflatoxins ∑,< 2,2361/2026,30.04.2026,IPH — Institute of Public Health,,covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-100,reissue — 12-month retest,17.08.2026,10.2,Aflatoxins ∑,ND,197-15-М/26,10.08.2026,Farmahem,,covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-057,release,06.06.2026,10.3,Ochratoxin A,not tested,—,—,—,,not tested — no certificate covers it
P060212,JD112501,Jelly Donuts,CoQ-PP_26-100,reissue — 12-month retest,17.08.2026,10.3,Ochratoxin A,ND,197-15-М/26,10.08.2026,Farmahem,,covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-057,release,06.06.2026,11.1,Lead (Pb),0.022,2361/2026,30.04.2026,IPH — Institute of Public Health,,covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-100,reissue — 12-month retest,17.08.2026,11.1,Lead (Pb),0.022,2361/2026,30.04.2026,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2026-0015) — covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-057,release,06.06.2026,11.2,Cadmium (Cd),0.0149,2361/2026,30.04.2026,IPH — Institute of Public Health,,covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-100,reissue — 12-month retest,17.08.2026,11.2,Cadmium (Cd),0.0149,2361/2026,30.04.2026,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2026-0015) — covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-057,release,06.06.2026,11.3,Arsenic (As),0.02,2361/2026,30.04.2026,IPH — Institute of Public Health,,covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-100,reissue — 12-month retest,17.08.2026,11.3,Arsenic (As),0.02,2361/2026,30.04.2026,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2026-0015) — covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-057,release,06.06.2026,11.4,Mercury (Hg),0.0166,2361/2026,30.04.2026,IPH — Institute of Public Health,,covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-100,reissue — 12-month retest,17.08.2026,11.4,Mercury (Hg),0.0166,2361/2026,30.04.2026,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2026-0015) — covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-057,release,06.06.2026,12,Pesticide Residues,ND,2361/2026,30.04.2026,IPH — Institute of Public Health,,covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-100,reissue — 12-month retest,17.08.2026,12,Pesticide Residues,ND,2361/2026,30.04.2026,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2026-0015) — covered
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-058,release,06.06.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-059,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-158,reissue — 12-month retest,21.09.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-155,24.08.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-058,release,06.06.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-059,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-158,reissue — 12-month retest,21.09.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-155,24.08.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-058,release,06.06.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,ППК26031,05.03.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-158,reissue — 12-month retest,21.09.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,227-10-К/26,11.09.2026,Farmahem,,covered
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-058,release,06.06.2026,4,Assay — Total Δ⁹-THC,8.00,ППК26031,05.03.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-158,reissue — 12-month retest,21.09.2026,4,Assay — Total Δ⁹-THC,9.73,227-10-К/26,11.09.2026,Farmahem,,covered
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-058,release,06.06.2026,5,Assay — Total CBD,0.02,ППК26031,05.03.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-158,reissue — 12-month retest,21.09.2026,5,Assay — Total CBD,< LOQ,227-10-К/26,11.09.2026,Farmahem,,covered
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-058,release,06.06.2026,6,Total CBN,not tested,—,—,—,,not tested — no certificate covers it
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-158,reissue — 12-month retest,21.09.2026,6,Total CBN,< LOQ,227-10-К/26,11.09.2026,Farmahem,,covered
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-058,release,06.06.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-059,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-158,reissue — 12-month retest,21.09.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-155,24.08.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-058,release,06.06.2026,8,Loss on Drying,8.06,ППК26031,05.03.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-158,reissue — 12-month retest,21.09.2026,8,Loss on Drying,8.06,ППК26031,05.03.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-058,release,06.06.2026,9.1,TAMC,not tested,—,—,—,,not tested — no certificate covers it
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-158,reissue — 12-month retest,21.09.2026,9.1,TAMC,< 10,546/1077/26,31.08.2026,IPH — Institute of Public Health,,covered
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-058,release,06.06.2026,9.2,TYMC,not tested,—,—,—,,not tested — no certificate covers it
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-158,reissue — 12-month retest,21.09.2026,9.2,TYMC,10,546/1077/26,31.08.2026,IPH — Institute of Public Health,,covered
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-058,release,06.06.2026,9.3,Bile-tolerant gram-neg.,not tested,—,—,—,,not tested — no certificate covers it
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-158,reissue — 12-month retest,21.09.2026,9.3,Bile-tolerant gram-neg.,< 10,546/1077/26,31.08.2026,IPH — Institute of Public Health,,covered
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-058,release,06.06.2026,9.4,Salmonella,not tested,—,—,—,,not tested — no certificate covers it
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-158,reissue — 12-month retest,21.09.2026,9.4,Salmonella,Absent | Отсутна,546/1077/26,31.08.2026,IPH — Institute of Public Health,,covered
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-058,release,06.06.2026,9.5,Escherichia coli,not tested,—,—,—,,not tested — no certificate covers it
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-158,reissue — 12-month retest,21.09.2026,9.5,Escherichia coli,Absent | Отсутна,546/1077/26,31.08.2026,IPH — Institute of Public Health,,covered
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-058,release,06.06.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-158,reissue — 12-month retest,21.09.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-058,release,06.06.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-158,reissue — 12-month retest,21.09.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-058,release,06.06.2026,10.1,Aflatoxin B₁,not tested,—,—,—,,not tested — no certificate covers it
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-158,reissue — 12-month retest,21.09.2026,10.1,Aflatoxin B₁,ND,227-10-М/26,16.09.2026,Farmahem,,covered
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-058,release,06.06.2026,10.2,Aflatoxins ∑,not tested,—,—,—,,not tested — no certificate covers it
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-158,reissue — 12-month retest,21.09.2026,10.2,Aflatoxins ∑,ND,227-10-М/26,16.09.2026,Farmahem,,covered
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-058,release,06.06.2026,10.3,Ochratoxin A,not tested,—,—,—,,not tested — no certificate covers it
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-158,reissue — 12-month retest,21.09.2026,10.3,Ochratoxin A,ND,227-10-М/26,16.09.2026,Farmahem,,covered
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-058,release,06.06.2026,11.1,Lead (Pb),not tested,—,—,—,,not tested — no certificate covers it
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-158,reissue — 12-month retest,21.09.2026,11.1,Lead (Pb),carried from the initial testing — not tested,—,—,—,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-058,release,06.06.2026,11.2,Cadmium (Cd),not tested,—,—,—,,not tested — no certificate covers it
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-158,reissue — 12-month retest,21.09.2026,11.2,Cadmium (Cd),carried from the initial testing — not tested,—,—,—,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-058,release,06.06.2026,11.3,Arsenic (As),not tested,—,—,—,,not tested — no certificate covers it
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-158,reissue — 12-month retest,21.09.2026,11.3,Arsenic (As),carried from the initial testing — not tested,—,—,—,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-058,release,06.06.2026,11.4,Mercury (Hg),not tested,—,—,—,,not tested — no certificate covers it
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-158,reissue — 12-month retest,21.09.2026,11.4,Mercury (Hg),carried from the initial testing — not tested,—,—,—,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-058,release,06.06.2026,12,Pesticide Residues,not tested,—,—,—,,not tested — no certificate covers it
OPM112501,OPM112501,Orange Punch Mimosa,CoQ-PP_26-158,reissue — 12-month retest,21.09.2026,12,Pesticide Residues,carried from the initial testing — not tested,—,—,—,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it
P060232,PM112501,Permanent Marker,CoQ-PP_26-059,release,06.06.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-060,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
P060232,PM112501,Permanent Marker,CoQ-PP_26-131,reissue — 12-month retest,18.09.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-148,17.08.2026,Purely Plant GmbH (in-house),yes,covered
P060232,PM112501,Permanent Marker,CoQ-PP_26-059,release,06.06.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-060,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
P060232,PM112501,Permanent Marker,CoQ-PP_26-131,reissue — 12-month retest,18.09.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-148,17.08.2026,Purely Plant GmbH (in-house),yes,covered
P060232,PM112501,Permanent Marker,CoQ-PP_26-059,release,06.06.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,ППК26030,05.03.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
P060232,PM112501,Permanent Marker,CoQ-PP_26-131,reissue — 12-month retest,18.09.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,220-24-К/26,26.08.2026,Farmahem,,covered
P060232,PM112501,Permanent Marker,CoQ-PP_26-059,release,06.06.2026,4,Assay — Total Δ⁹-THC,13.33,ППК26030,05.03.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
P060232,PM112501,Permanent Marker,CoQ-PP_26-131,reissue — 12-month retest,18.09.2026,4,Assay — Total Δ⁹-THC,10.80,220-24-К/26,26.08.2026,Farmahem,,covered
P060232,PM112501,Permanent Marker,CoQ-PP_26-059,release,06.06.2026,5,Assay — Total CBD,0.03,ППК26030,05.03.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
P060232,PM112501,Permanent Marker,CoQ-PP_26-131,reissue — 12-month retest,18.09.2026,5,Assay — Total CBD,< LOQ,220-24-К/26,26.08.2026,Farmahem,,covered
P060232,PM112501,Permanent Marker,CoQ-PP_26-059,release,06.06.2026,6,Total CBN,0.01 % %,ППК26030,05.03.2026,CNP,,covered
P060232,PM112501,Permanent Marker,CoQ-PP_26-131,reissue — 12-month retest,18.09.2026,6,Total CBN,< LOQ,220-24-К/26,26.08.2026,Farmahem,,covered
P060232,PM112501,Permanent Marker,CoQ-PP_26-059,release,06.06.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-060,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
P060232,PM112501,Permanent Marker,CoQ-PP_26-131,reissue — 12-month retest,18.09.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-148,17.08.2026,Purely Plant GmbH (in-house),yes,covered
P060232,PM112501,Permanent Marker,CoQ-PP_26-059,release,06.06.2026,8,Loss on Drying,8.61,ППК26030,05.03.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
P060232,PM112501,Permanent Marker,CoQ-PP_26-131,reissue — 12-month retest,18.09.2026,8,Loss on Drying,8.61,ППК26030,05.03.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,carried from the initial testing (CoQ-PP-2026-0016) — covered
