Seq	Cultivation Batch	P-Number	Strain	Parameter	Acceptance Criterion	Result	Certificate Code	Issue Date	Issuing Institution	Drive File Link
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — cis-Chlordane (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Dieldrin (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Heptachlor (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Endosulfan sulfate (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 3 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Heavy metals (Ph.Eur. 2.4.27) — Lead (олово)	≤ 0.5 mg/kg	н.д.	1628/2026	Issued 23.04.2026	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Heavy metals (Ph.Eur. 2.4.27) — Mercury (жива)	≤ 0.1 mg/kg	н.д.	1628/2026	Issued 23.04.2026	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Heavy metals (Ph.Eur. 2.4.27) — Arsenic (арсен)	≤ 0.2 mg/kg	н.д.	1628/2026	Issued 23.04.2026	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Heavy metals (Ph.Eur. 2.4.27) — Cadmium (кадмиум)	≤ 0.5 mg/kg	н.д.	1628/2026	Issued 23.04.2026	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Mycotoxins (Ph.Eur. 2.8.18) — Total aflatoxins (B1+B2+G1+G2)	≤ 4 µg/kg	2.5 µg/kg	1628/2026	Issued 23.04.2026	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Total CBD — Trimiran cvet sub-lot	/	< LOQ (<0.20%)	100-3-К/26	Issued 09.04.2026 (analyzed 01.04.2026; received 26.03.2026)	Farmahem Laboratorija za zivotna sredina (Environmental Lab)	https://drive.google.com/file/d/1YKpjrWMg6v00rTukRHzGl5FxhvZGZcdZ/view
59	J31122501	P060262	Jokerz 31	Total CBN — Trimiran cvet sub-lot	/	< LOQ	100-3-К/26	Issued 09.04.2026 (analyzed 01.04.2026; received 26.03.2026)	Farmahem Laboratorija za zivotna sredina (Environmental Lab)	https://drive.google.com/file/d/1YKpjrWMg6v00rTukRHzGl5FxhvZGZcdZ/view
59	J31122501	P060262	Jokerz 31	Total Δ9-THC — Trimiran cvet sub-lot	/	21.84 %w/w (U ±1.34)	100-3-К/26	Issued 09.04.2026 (analyzed 01.04.2026; received 26.03.2026)	Farmahem Laboratorija za zivotna sredina (Environmental Lab)	https://drive.google.com/file/d/1YKpjrWMg6v00rTukRHzGl5FxhvZGZcdZ/view
59	J31122501	P060262	Jokerz 31	Loss on drying (Ph.Eur. 2.2.32:2024) — Trimiran cvet sub-lot	< 12%	"10.3% (U ±0.2) [DATA INTEGRITY FLAG — see source: this Farmahem report's own header/sample-line prints batch ""J31112501"", but the K-report (100-3-К, same submission CF-153/154) and Purely Plant's Bundle cross-reference both confirm this is a labelling typo for J31122501]"	100-3-ГС/26	Issued 09.04.2026 (analyzed 08-09.04.2026; received 27.03.2026)	Farmahem Laboratorija za zivotna sredina (Environmental Lab)	https://drive.google.com/file/d/1bt_Nmg1rbXeF8a8duux36pdz4sX5O9iT/view
59	J31122501	P060262	Jokerz 31	Microbiological quality (Ph.Eur. 5.1.8 cat. C) — Total aerobic microbial count (TAMC)	≤ 10^5 CFU/g	1900 CFU/g	230/0393/26	Issued 07.04.2026 (received 01.04.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Microbiological quality (Ph.Eur. 5.1.8 cat. C) — Total combined yeasts/moulds count (TYMC)	≤ 10^4 CFU/g	840 CFU/g	230/0393/26	Issued 07.04.2026 (received 01.04.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Microbiological quality (Ph.Eur. 5.1.8 cat. C) — Bile-tolerant gram-negative bacteria	≤ 10^4 CFU/g	< 10^3 and > 10^2 CFU/g	230/0393/26	Issued 07.04.2026 (received 01.04.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Microbiological quality (Ph.Eur. 5.1.8 cat. C) — Escherichia coli	Absent/g	Одговара (Complies/Absent)	230/0393/26	Issued 07.04.2026 (received 01.04.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Microbiological quality (Ph.Eur. 5.1.8 cat. C) — Salmonella	Absent/25g	Одговара (Complies/Absent)	230/0393/26	Issued 07.04.2026 (received 01.04.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Lindan (Gama HCH) (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.6 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Aldrin (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Dieldrin и Aldrin (expressed as Dieldrin) (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — HCB (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.1 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — 4,4' DDE (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 1 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — 4,4' DDD (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 1 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — 4,4' DDT (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 1 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — вкупно DDT (total DDT) (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 1 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — delta HCH (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.3 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — alpha HCH (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.3 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — beta HCH (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.3 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Endrin (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Chlorpyrifos-methyl (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.1 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Chlorpyrifos (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.2 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Heptachlor (sum of Heptachlor + Heptachlor epoxide) (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Endosulfan (alpha, beta and endosulfan sulfate) (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 3 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Deltamethrin (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Chlordane (sum of cis- and trans-chlordane) (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Metoxychlor (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Heptachlor epoxide (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Endrin aldehyde (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — alpha Endosulfan (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 3 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — beta Endosulfan (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 3 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Endrin keton (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — trans-Chlordane (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — cis-Chlordane (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Dieldrin (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Heptachlor (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Endosulfan sulfate (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 3 mg/kg	н.д.	1625/2026	Issued 23.04.2026 (received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Heavy metals (Ph.Eur. 2.4.27) — full panel	Cd ≤0.3 / Pb ≤0.5 / As ≤0.2 / Hg ≤0.1 mg/kg	COMPLIES (numeric per-metal values not present in captured source excerpt for report 1625/2026 — see Bundle cross-reference)	1625/2026	Issued 23.04.2026	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
59	J31122501	P060262	Jokerz 31	Mycotoxins (Ph.Eur. 2.8.18) — Total aflatoxins	≤ 4 µg/kg	COMPLIES (numeric value not present in captured source excerpt for report 1625/2026 — see Bundle cross-reference)	1625/2026	Issued 23.04.2026	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1F2reMroTCiFfVkdAlc42OiL6YGK9bCIu/view
60	FB012603		Fat Bastard	Identification (macroscopy + microscopy)	Conforms	Conforms / Одговара	ППК26112	Issued 30.06.2026 (test completed 26.06.2026; received 17.06.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1_EWukywHdMz5-gkzza3KExwrs3pEyYhd/view
60	FB012603		Fat Bastard	Foreign matter (Ph.Eur. 2.8.2)	≤ 2.00%, no seed and no leaves >1cm	Conforms (no seed, no leaves >1cm)	ППК26112	Issued 30.06.2026 (test completed 26.06.2026; received 17.06.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1_EWukywHdMz5-gkzza3KExwrs3pEyYhd/view
60	FB012603		Fat Bastard	Loss on drying (Ph.Eur. 2.2.32)	≤ 12.00%	7.04%	ППК26112	Issued 30.06.2026 (test completed 26.06.2026; received 17.06.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1_EWukywHdMz5-gkzza3KExwrs3pEyYhd/view
60	FB012603		Fat Bastard	Total CBN	≤ 1.00%	0.06%	ППК26112	Issued 30.06.2026 (test completed 26.06.2026; received 17.06.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1_EWukywHdMz5-gkzza3KExwrs3pEyYhd/view
60	FB012603		Fat Bastard	Total CBD (as CBD)	≤ 1.00%	0.21%	ППК26112	Issued 30.06.2026 (test completed 26.06.2026; received 17.06.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1_EWukywHdMz5-gkzza3KExwrs3pEyYhd/view
60	FB012603		Fat Bastard	Total Δ9-THC (as Δ9-THC)	≥ 5.00%	20.83%	ППК26112	Issued 30.06.2026 (test completed 26.06.2026; received 17.06.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1_EWukywHdMz5-gkzza3KExwrs3pEyYhd/view
60	FB012603		Fat Bastard	[COVERAGE GAP]						No IPH pesticide-screen record found for FB012603; Drive folder holds only the single UKIM Ph.Eur. monograph PDF (ППК26112).
60	FB012603		Fat Bastard	[COVERAGE GAP]						No IPH heavy-metal record found for FB012603 (see pesticide gap note).
60	FB012603		Fat Bastard	[COVERAGE GAP]						No IPH mycotoxin record found for FB012603 (see pesticide gap note).
60	FB012603		Fat Bastard	[COVERAGE GAP]						No IPH microbiology record found for FB012603 (see pesticide gap note).
61	GG012601	P060302	Gorilla Glue	Loss on Drying	≤ 10.00%	6.13%	ППК26062	Issued 11.05.2026 (test completed 07.05.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1rf4-UFK-BIfIBEB1l-93fAWLmFgS8O4K/view
61	GG012601	P060302	Gorilla Glue	CBDA		0.07%	ППК26062	Issued 11.05.2026 (test completed 07.05.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1rf4-UFK-BIfIBEB1l-93fAWLmFgS8O4K/view
61	GG012601	P060302	Gorilla Glue	CBD		BLQ	ППК26062	Issued 11.05.2026 (test completed 07.05.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1rf4-UFK-BIfIBEB1l-93fAWLmFgS8O4K/view
61	GG012601	P060302	Gorilla Glue	CBN		BLQ	ППК26062	Issued 11.05.2026 (test completed 07.05.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1rf4-UFK-BIfIBEB1l-93fAWLmFgS8O4K/view
61	GG012601	P060302	Gorilla Glue	Δ9-THC		0.29%	ППК26062	Issued 11.05.2026 (test completed 07.05.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1rf4-UFK-BIfIBEB1l-93fAWLmFgS8O4K/view
61	GG012601	P060302	Gorilla Glue	Δ9-THCA		17.17%	ППК26062	Issued 11.05.2026 (test completed 07.05.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1rf4-UFK-BIfIBEB1l-93fAWLmFgS8O4K/view
61	GG012601	P060302	Gorilla Glue	Total CBD	≤ 1.00%	0.06%	ППК26062	Issued 11.05.2026 (test completed 07.05.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1rf4-UFK-BIfIBEB1l-93fAWLmFgS8O4K/view
61	GG012601	P060302	Gorilla Glue	Total Δ9-THC		15.35%	ППК26062	Issued 11.05.2026 (test completed 07.05.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1rf4-UFK-BIfIBEB1l-93fAWLmFgS8O4K/view
61	GG012601	P060302	Gorilla Glue	[COVERAGE GAP]						No IPH pesticide-screen record found for GG012601; Drive folder holds only the single UKIM cannabinoid+LoD PDF.
61	GG012601	P060302	Gorilla Glue	[COVERAGE GAP]						No IPH heavy-metal record found for GG012601 (see pesticide gap note).
61	GG012601	P060302	Gorilla Glue	[COVERAGE GAP]						No IPH mycotoxin record found for GG012601 (see pesticide gap note).
61	GG012601	P060302	Gorilla Glue	[COVERAGE GAP]						No IPH microbiology record found for GG012601 (see pesticide gap note).
62	JD012601	P060312	Jelly Donutz	Loss on Drying	≤ 10.00%	6.68%	ППК26064	Issued 11.05.2026 (test completed 08.05.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1q5vl0YY-vj__Rep2mPJKuytutL985HBq/view
62	JD012601	P060312	Jelly Donutz	CBDA		0.06%	ППК26064	Issued 11.05.2026 (test completed 08.05.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1q5vl0YY-vj__Rep2mPJKuytutL985HBq/view
62	JD012601	P060312	Jelly Donutz	CBD		BLQ	ППК26064	Issued 11.05.2026 (test completed 08.05.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1q5vl0YY-vj__Rep2mPJKuytutL985HBq/view
62	JD012601	P060312	Jelly Donutz	CBN		BLQ	ППК26064	Issued 11.05.2026 (test completed 08.05.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1q5vl0YY-vj__Rep2mPJKuytutL985HBq/view
62	JD012601	P060312	Jelly Donutz	Δ9-THC		0.52%	ППК26064	Issued 11.05.2026 (test completed 08.05.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1q5vl0YY-vj__Rep2mPJKuytutL985HBq/view
