Seq,CoQ number,CoQ type,Basis date,Issue date,Packaged lot,Cultivation batch,Strain,Grade,iCoA reference,№,Group,Parameter,Параметар,Method / reference,Acceptance criterion,Result,Source document,Document date,Issuing institution,Report series,Status,Performed by,Also on file
2072,CoQ-PP-2026-0028,additional testing (12-month),07.03.2026,≥ 10.08.2026,BG1024,BG1024,Blue Gelato,I,iCoA-PP-2025-0002,2,,Identification B · Microscopic,Идентиф. Б · Микроскопски,Ph. Eur. 2.8.23 (microscopy),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,—,—,,,,to be performed — see route,"Farmahem — Ident A + B + C with the Assay, at retest",
2073,CoQ-PP-2026-0028,additional testing (12-month),07.03.2026,≥ 10.08.2026,BG1024,BG1024,Blue Gelato,I,iCoA-PP-2025-0002,3,,Identification C · HPLC/HPTLC,Идентиф. Ц · HPLC/HPTLC,Ph. Eur. 2.2.29 (3028),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms,197-1-К/26,07.08.2026,Farmahem,Farmahem re-analysis — cannabinoids,covered,,
2074,CoQ-PP-2026-0028,additional testing (12-month),07.03.2026,≥ 10.08.2026,BG1024,BG1024,Blue Gelato,I,iCoA-PP-2025-0002,4,,Assay — Total Δ⁹-THC,Анализа — вкупен Δ⁹-THC,Ph. Eur. 2.2.29 (HPLC),"24.20 – 27.79 %  (grade I, nominal 26.00 ± 1.80)",26.14,197-1-К/26,07.08.2026,Farmahem,Farmahem re-analysis — cannabinoids,covered,,
2075,CoQ-PP-2026-0028,additional testing (12-month),07.03.2026,≥ 10.08.2026,BG1024,BG1024,Blue Gelato,I,iCoA-PP-2025-0002,5,,Assay — Total CBD,Анализа — вкупен CBD,Ph. Eur. 2.2.29 (HPLC) · CBD + CBDA x 0.877,"≤ 1.0%, w/w",<LOQ,197-1-К/26,07.08.2026,Farmahem,Farmahem re-analysis — cannabinoids,covered,,
2076,CoQ-PP-2026-0028,additional testing (12-month),07.03.2026,≥ 10.08.2026,BG1024,BG1024,Blue Gelato,I,iCoA-PP-2025-0002,6,,Total CBN,Вкупен CBN,Ph. Eur. 2.2.29 (HPLC) · CBN + CBNA x 0.876,"≤ 1.0%, w/w",0.28,197-1-К/26,07.08.2026,Farmahem,Farmahem re-analysis — cannabinoids,covered,,
2077,CoQ-PP-2026-0028,additional testing (12-month),07.03.2026,≥ 10.08.2026,BG1024,BG1024,Blue Gelato,I,iCoA-PP-2025-0002,7,,Foreign Matter,Страни материи,Ph. Eur. 2.8.2 · In-house · интерна,"≤ 2.0% / 25–50 g · < 1 cm leaves | листови, no seeds | без семки",—,—,,,,to be performed — see route,Purely Plant laboratory — iCoA covering Foreign matter,
2078,CoQ-PP-2026-0028,additional testing (12-month),07.03.2026,≥ 10.08.2026,BG1024,BG1024,Blue Gelato,I,iCoA-PP-2025-0002,8,,Loss on Drying,Губиток при сушење,"DAB 2018 monograph Cannabis flos, 2.2.32 — loss on drying (CNP, before its Ph. Eur. 3028 accreditation)",≤ 12.0%,5.73,ППК25050,26.02.2025,UKIM Faculty of Pharmacy — Center for Natural Products,UKIM CNP potency,carried from the initial testing (CoQ-PP-2025-0002) — covered,,
2079,CoQ-PP-2026-0028,additional testing (12-month),07.03.2026,≥ 10.08.2026,BG1024,BG1024,Blue Gelato,I,iCoA-PP-2025-0002,9.1,Microbiological Purity | Микробиолошка Чистота,TAMC,Вкупен аеробен микробен број,Ph. Eur. 2.6.12 cat. C,≤ 10⁵ CFU/g,1.6×10⁴,163/0271/25,24.02.2025,IPH — Institute of Public Health,IPH microbiology,carried from the initial testing (CoQ-PP-2025-0002) — covered,,
2080,CoQ-PP-2026-0028,additional testing (12-month),07.03.2026,≥ 10.08.2026,BG1024,BG1024,Blue Gelato,I,iCoA-PP-2025-0002,9.2,Microbiological Purity | Микробиолошка Чистота,TYMC,Вкупен број квасци/мувли,Ph. Eur. 2.6.12 cat. C,≤ 10⁴ CFU/g,1×10⁴,163/0271/25,24.02.2025,IPH — Institute of Public Health,IPH microbiology,carried from the initial testing (CoQ-PP-2025-0002) — covered,,
2081,CoQ-PP-2026-0028,additional testing (12-month),07.03.2026,≥ 10.08.2026,BG1024,BG1024,Blue Gelato,I,iCoA-PP-2025-0002,9.3,Microbiological Purity | Микробиолошка Чистота,Bile-tolerant gram-neg.,Жолчно-толерантни грам-нег.,Ph. Eur. 2.6.31 cat. C,≤ 10⁴ CFU/g,<10² and >10,163/0271/25,24.02.2025,IPH — Institute of Public Health,IPH microbiology,carried from the initial testing (CoQ-PP-2025-0002) — covered,,
2082,CoQ-PP-2026-0028,additional testing (12-month),07.03.2026,≥ 10.08.2026,BG1024,BG1024,Blue Gelato,I,iCoA-PP-2025-0002,9.4,Microbiological Purity | Микробиолошка Чистота,Salmonella,Салмонела,Ph. Eur. 2.6.31 cat. C,Absence | Отсуство / 25 g,Одговара (absent),163/0271/25,24.02.2025,IPH — Institute of Public Health,IPH microbiology,carried from the initial testing (CoQ-PP-2025-0002) — covered,,
2083,CoQ-PP-2026-0028,additional testing (12-month),07.03.2026,≥ 10.08.2026,BG1024,BG1024,Blue Gelato,I,iCoA-PP-2025-0002,9.5,Microbiological Purity | Микробиолошка Чистота,Escherichia coli,Ешерихија коли,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,Одговара (absent),163/0271/25,24.02.2025,IPH — Institute of Public Health,IPH microbiology,carried from the initial testing (CoQ-PP-2025-0002) — covered,,
2084,CoQ-PP-2026-0028,additional testing (12-month),07.03.2026,≥ 10.08.2026,BG1024,BG1024,Blue Gelato,I,iCoA-PP-2025-0002,9.6,Microbiological Purity | Микробиолошка Чистота,Pseudomonas aeruginosa,,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,—,—,,,,upon request — not required for release,,
2085,CoQ-PP-2026-0028,additional testing (12-month),07.03.2026,≥ 10.08.2026,BG1024,BG1024,Blue Gelato,I,iCoA-PP-2025-0002,9.7,Microbiological Purity | Микробиолошка Чистота,Staphylococcus aureus,,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,—,—,,,,upon request — not required for release,,
2086,CoQ-PP-2026-0028,additional testing (12-month),07.03.2026,≥ 10.08.2026,BG1024,BG1024,Blue Gelato,I,iCoA-PP-2025-0002,10.1,Mycotoxins | Микотоксини,Aflatoxin B₁,Афлатоксин B₁,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 2 µg/kg,ND,197-1-М/26,10.08.2026,Farmahem,Farmahem re-analysis — mycotoxins,covered,,
2087,CoQ-PP-2026-0028,additional testing (12-month),07.03.2026,≥ 10.08.2026,BG1024,BG1024,Blue Gelato,I,iCoA-PP-2025-0002,10.2,Mycotoxins | Микотоксини,Aflatoxins ∑,Афлатоксини ∑ (B₁+B₂+G₁+G₂),Ph. Eur. 2.8.18 (HPLC-FLD),≤ 4 µg/kg,ND,197-1-М/26,10.08.2026,Farmahem,Farmahem re-analysis — mycotoxins,covered,,
2088,CoQ-PP-2026-0028,additional testing (12-month),07.03.2026,≥ 10.08.2026,BG1024,BG1024,Blue Gelato,I,iCoA-PP-2025-0002,10.3,Mycotoxins | Микотоксини,Ochratoxin A,Охратоксин A,Ph. Eur. 2.8.22 (HPLC-FLD),≤ 20 µg/kg,ND,197-1-М/26,10.08.2026,Farmahem,Farmahem re-analysis — mycotoxins,covered,,
2089,CoQ-PP-2026-0028,additional testing (12-month),07.03.2026,≥ 10.08.2026,BG1024,BG1024,Blue Gelato,I,iCoA-PP-2025-0002,11.1,Heavy Metals | Тешки метали,Lead (Pb),Олово (Pb),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.5 mg/kg,0.01,752/2025,27.02.2025,IPH — Institute of Public Health,"IPH mycotoxins, metals, pesticides",carried from the initial testing (CoQ-PP-2025-0002) — covered,,
2090,CoQ-PP-2026-0028,additional testing (12-month),07.03.2026,≥ 10.08.2026,BG1024,BG1024,Blue Gelato,I,iCoA-PP-2025-0002,11.2,Heavy Metals | Тешки метали,Cadmium (Cd),Кадмиум (Cd),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.3 mg/kg,0.016,752/2025,27.02.2025,IPH — Institute of Public Health,"IPH mycotoxins, metals, pesticides",carried from the initial testing (CoQ-PP-2025-0002) — covered,,
2091,CoQ-PP-2026-0028,additional testing (12-month),07.03.2026,≥ 10.08.2026,BG1024,BG1024,Blue Gelato,I,iCoA-PP-2025-0002,11.3,Heavy Metals | Тешки метали,Arsenic (As),Арсен (As),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.2 mg/kg,0.014,752/2025,27.02.2025,IPH — Institute of Public Health,"IPH mycotoxins, metals, pesticides",carried from the initial testing (CoQ-PP-2025-0002) — covered,,
2092,CoQ-PP-2026-0028,additional testing (12-month),07.03.2026,≥ 10.08.2026,BG1024,BG1024,Blue Gelato,I,iCoA-PP-2025-0002,11.4,Heavy Metals | Тешки метали,Mercury (Hg),Жива (Hg),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.1 mg/kg,0.005,752/2025,27.02.2025,IPH — Institute of Public Health,"IPH mycotoxins, metals, pesticides",carried from the initial testing (CoQ-PP-2025-0002) — covered,,
2093,CoQ-PP-2026-0028,additional testing (12-month),07.03.2026,≥ 10.08.2026,BG1024,BG1024,Blue Gelato,I,iCoA-PP-2025-0002,12,,Pesticide Residues,Остатоци од пестициди,Ph. Eur. 2.8.13 (LC-MS/MS) · CUMCS Equivalency,≤ LOQ as per Ph. Eur. 2.8.13 · ≤ LOQ as per CUMCS Equivalency,N.D.,752/2025,27.02.2025,IPH — Institute of Public Health,"IPH mycotoxins, metals, pesticides",carried from the initial testing (CoQ-PP-2025-0002) — covered,,
2094,CoQ-PP-2026-0029,additional testing (12-month),11.03.2026,≥ 11.09.2026,GG1024,GG1024,Gorilla Glue,II,iCoA-PP-2025-0003,1,,"Identification A, Appearance · Macroscopic","Идентиф. A, Изглед, Макроскопски",Ph. Eur. mon. 3028,Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,—,—,,,,to be performed — see route,"Farmahem — Ident A + B + C with the Assay, at retest",
2095,CoQ-PP-2026-0029,additional testing (12-month),11.03.2026,≥ 11.09.2026,GG1024,GG1024,Gorilla Glue,II,iCoA-PP-2025-0003,2,,Identification B · Microscopic,Идентиф. Б · Микроскопски,Ph. Eur. 2.8.23 (microscopy),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,—,—,,,,to be performed — see route,"Farmahem — Ident A + B + C with the Assay, at retest",
2096,CoQ-PP-2026-0029,additional testing (12-month),11.03.2026,≥ 11.09.2026,GG1024,GG1024,Gorilla Glue,II,iCoA-PP-2025-0003,3,,Identification C · HPLC/HPTLC,Идентиф. Ц · HPLC/HPTLC,Ph. Eur. 2.2.29 (3028),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms,220-9-К/26,25.08.2026,Farmahem,Farmahem re-analysis — cannabinoids,covered,,
2097,CoQ-PP-2026-0029,additional testing (12-month),11.03.2026,≥ 11.09.2026,GG1024,GG1024,Gorilla Glue,II,iCoA-PP-2025-0003,4,,Assay — Total Δ⁹-THC,Анализа — вкупен Δ⁹-THC,Ph. Eur. 2.2.29 (HPLC),"13.77 – 16.22 %  (grade II, nominal 15.00 ± 1.23)",15.51,220-9-К/26,25.08.2026,Farmahem,Farmahem re-analysis — cannabinoids,covered,,
2098,CoQ-PP-2026-0029,additional testing (12-month),11.03.2026,≥ 11.09.2026,GG1024,GG1024,Gorilla Glue,II,iCoA-PP-2025-0003,5,,Assay — Total CBD,Анализа — вкупен CBD,Ph. Eur. 2.2.29 (HPLC) · CBD + CBDA x 0.877,"≤ 1.0%, w/w",<LOQ,220-9-К/26,25.08.2026,Farmahem,Farmahem re-analysis — cannabinoids,covered,,
2099,CoQ-PP-2026-0029,additional testing (12-month),11.03.2026,≥ 11.09.2026,GG1024,GG1024,Gorilla Glue,II,iCoA-PP-2025-0003,6,,Total CBN,Вкупен CBN,Ph. Eur. 2.2.29 (HPLC) · CBN + CBNA x 0.876,"≤ 1.0%, w/w",<LOQ,220-9-К/26,25.08.2026,Farmahem,Farmahem re-analysis — cannabinoids,covered,,
2100,CoQ-PP-2026-0029,additional testing (12-month),11.03.2026,≥ 11.09.2026,GG1024,GG1024,Gorilla Glue,II,iCoA-PP-2025-0003,7,,Foreign Matter,Страни материи,Ph. Eur. 2.8.2 · In-house · интерна,"≤ 2.0% / 25–50 g · < 1 cm leaves | листови, no seeds | без семки",—,—,,,,to be performed — see route,Purely Plant laboratory — iCoA covering Foreign matter,
2101,CoQ-PP-2026-0029,additional testing (12-month),11.03.2026,≥ 11.09.2026,GG1024,GG1024,Gorilla Glue,II,iCoA-PP-2025-0003,8,,Loss on Drying,Губиток при сушење,"Ph. Eur. 2.2.32 (3028) · at 40 °C, 24 h, 15–25 mbar",≤ 12.0%,76.07 %,ППК25008,29.01.2025,CNP,read 09.09.2026,carried from the initial testing (CoQ-PP-2025-0003) — OUT OF SPECIFICATION,,
2102,CoQ-PP-2026-0029,additional testing (12-month),11.03.2026,≥ 11.09.2026,GG1024,GG1024,Gorilla Glue,II,iCoA-PP-2025-0003,9.1,Microbiological Purity | Микробиолошка Чистота,TAMC,Вкупен аеробен микробен број,Ph. Eur. 2.6.12 cat. C,≤ 10⁵ CFU/g,—,—,,,,carried from the initial testing (CoQ-PP-2025-0003) — not tested — no certificate covers it,,
2103,CoQ-PP-2026-0029,additional testing (12-month),11.03.2026,≥ 11.09.2026,GG1024,GG1024,Gorilla Glue,II,iCoA-PP-2025-0003,9.2,Microbiological Purity | Микробиолошка Чистота,TYMC,Вкупен број квасци/мувли,Ph. Eur. 2.6.12 cat. C,≤ 10⁴ CFU/g,—,—,,,,carried from the initial testing (CoQ-PP-2025-0003) — not tested — no certificate covers it,,
2104,CoQ-PP-2026-0029,additional testing (12-month),11.03.2026,≥ 11.09.2026,GG1024,GG1024,Gorilla Glue,II,iCoA-PP-2025-0003,9.3,Microbiological Purity | Микробиолошка Чистота,Bile-tolerant gram-neg.,Жолчно-толерантни грам-нег.,Ph. Eur. 2.6.31 cat. C,≤ 10⁴ CFU/g,—,—,,,,carried from the initial testing (CoQ-PP-2025-0003) — not tested — no certificate covers it,,
2105,CoQ-PP-2026-0029,additional testing (12-month),11.03.2026,≥ 11.09.2026,GG1024,GG1024,Gorilla Glue,II,iCoA-PP-2025-0003,9.4,Microbiological Purity | Микробиолошка Чистота,Salmonella,Салмонела,Ph. Eur. 2.6.31 cat. C,Absence | Отсуство / 25 g,—,—,,,,carried from the initial testing (CoQ-PP-2025-0003) — not tested — no certificate covers it,,
2106,CoQ-PP-2026-0029,additional testing (12-month),11.03.2026,≥ 11.09.2026,GG1024,GG1024,Gorilla Glue,II,iCoA-PP-2025-0003,9.5,Microbiological Purity | Микробиолошка Чистота,Escherichia coli,Ешерихија коли,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,—,—,,,,carried from the initial testing (CoQ-PP-2025-0003) — not tested — no certificate covers it,,
2107,CoQ-PP-2026-0029,additional testing (12-month),11.03.2026,≥ 11.09.2026,GG1024,GG1024,Gorilla Glue,II,iCoA-PP-2025-0003,9.6,Microbiological Purity | Микробиолошка Чистота,Pseudomonas aeruginosa,,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,—,—,,,,upon request — not required for release,,
2108,CoQ-PP-2026-0029,additional testing (12-month),11.03.2026,≥ 11.09.2026,GG1024,GG1024,Gorilla Glue,II,iCoA-PP-2025-0003,9.7,Microbiological Purity | Микробиолошка Чистота,Staphylococcus aureus,,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,—,—,,,,upon request — not required for release,,
2109,CoQ-PP-2026-0029,additional testing (12-month),11.03.2026,≥ 11.09.2026,GG1024,GG1024,Gorilla Glue,II,iCoA-PP-2025-0003,10.1,Mycotoxins | Микотоксини,Aflatoxin B₁,Афлатоксин B₁,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 2 µg/kg,ND,220-9-М/26,11.09.2026,Farmahem,Farmahem re-analysis — mycotoxins,covered,,
2110,CoQ-PP-2026-0029,additional testing (12-month),11.03.2026,≥ 11.09.2026,GG1024,GG1024,Gorilla Glue,II,iCoA-PP-2025-0003,10.2,Mycotoxins | Микотоксини,Aflatoxins ∑,Афлатоксини ∑ (B₁+B₂+G₁+G₂),Ph. Eur. 2.8.18 (HPLC-FLD),≤ 4 µg/kg,ND,220-9-М/26,11.09.2026,Farmahem,Farmahem re-analysis — mycotoxins,covered,,
2111,CoQ-PP-2026-0029,additional testing (12-month),11.03.2026,≥ 11.09.2026,GG1024,GG1024,Gorilla Glue,II,iCoA-PP-2025-0003,10.3,Mycotoxins | Микотоксини,Ochratoxin A,Охратоксин A,Ph. Eur. 2.8.22 (HPLC-FLD),≤ 20 µg/kg,ND,220-9-М/26,11.09.2026,Farmahem,Farmahem re-analysis — mycotoxins,covered,,
2112,CoQ-PP-2026-0029,additional testing (12-month),11.03.2026,≥ 11.09.2026,GG1024,GG1024,Gorilla Glue,II,iCoA-PP-2025-0003,11.1,Heavy Metals | Тешки метали,Lead (Pb),Олово (Pb),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.5 mg/kg,—,—,,,,carried from the initial testing (CoQ-PP-2025-0003) — not tested — no certificate covers it,,
2113,CoQ-PP-2026-0029,additional testing (12-month),11.03.2026,≥ 11.09.2026,GG1024,GG1024,Gorilla Glue,II,iCoA-PP-2025-0003,11.2,Heavy Metals | Тешки метали,Cadmium (Cd),Кадмиум (Cd),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.3 mg/kg,—,—,,,,carried from the initial testing (CoQ-PP-2025-0003) — not tested — no certificate covers it,,
2114,CoQ-PP-2026-0029,additional testing (12-month),11.03.2026,≥ 11.09.2026,GG1024,GG1024,Gorilla Glue,II,iCoA-PP-2025-0003,11.3,Heavy Metals | Тешки метали,Arsenic (As),Арсен (As),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.2 mg/kg,—,—,,,,carried from the initial testing (CoQ-PP-2025-0003) — not tested — no certificate covers it,,
2115,CoQ-PP-2026-0029,additional testing (12-month),11.03.2026,≥ 11.09.2026,GG1024,GG1024,Gorilla Glue,II,iCoA-PP-2025-0003,11.4,Heavy Metals | Тешки метали,Mercury (Hg),Жива (Hg),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.1 mg/kg,—,—,,,,carried from the initial testing (CoQ-PP-2025-0003) — not tested — no certificate covers it,,
2116,CoQ-PP-2026-0029,additional testing (12-month),11.03.2026,≥ 11.09.2026,GG1024,GG1024,Gorilla Glue,II,iCoA-PP-2025-0003,12,,Pesticide Residues,Остатоци од пестициди,Ph. Eur. 2.8.13 (LC-MS/MS) · CUMCS Equivalency,≤ LOQ as per Ph. Eur. 2.8.13 · ≤ LOQ as per CUMCS Equivalency,н.д. mg/Kg — all 22 residues,748/2025,04.03.2025,IJZ,read 09.09.2026,carried from the initial testing (CoQ-PP-2025-0003) — covered,,
2117,CoQ-PP-2026-0030,additional testing (12-month),11.04.2026,≥ 10.08.2026,HPA1024,HPA1024,High Pro Amnesia,III,iCoA-PP-2025-0004,1,,"Identification A, Appearance · Macroscopic","Идентиф. A, Изглед, Макроскопски",Ph. Eur. mon. 3028,Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,—,—,,,,to be performed — see route,"Farmahem — Ident A + B + C with the Assay, at retest",
